id1,id2,kinship,distance,x1,y1,x2,y2,lifestage
1a,1b,FS,0,13.171453541144729,67.04040865879506,13.171453541144729,67.04040865879506,larva
2a,2b,FS,0,30.034791072830558,43.518531415611506,30.034791072830558,43.518531415611506,larva
3a,3b,FS,0,26.021539978682995,46.38311984017491,26.021539978682995,46.38311984017491,larva
4a,4b,FS,0,7.997720967978239,87.16089248191565,7.997720967978239,87.16089248191565,larva
5a,5b,FS,0,15.091327694244683,11.135523114353418,15.091327694244683,11.135523114353418,larva
6a,6b,FS,0,45.02431959845126,12.901869090273976,45.02431959845126,12.901869090273976,larva
7a,7b,FS,0,57.2849077405408,74.76773073431104,57.2849077405408,74.76773073431104,larva
8a,8b,FS,0,9.560641064308584,5.014272010885179,9.560641064308584,5.014272010885179,larva
9a,9b,FS,0,1.825748709961772,67.6092404872179,1.825748709961772,67.6092404872179,larva
10a,10b,FS,0,39.62081747595221,40.9396031871438,39.62081747595221,40.9396031871438,larva
11a,11b,FS,0,94.1714322194457,58.844558615237474,94.1714322194457,58.844558615237474,larva
12a,12b,FS,0,8.731347415596247,41.14035076927394,8.731347415596247,41.14035076927394,larva
13a,13b,FS,0,22.243364481255412,78.51109839975834,22.243364481255412,78.51109839975834,larva
14a,14b,FS,0,42.03971035312861,73.36625275202096,42.03971035312861,73.36625275202096,larva
15a,15b,FS,0,46.060483483597636,73.9764059195295,46.060483483597636,73.9764059195295,larva
16a,16b,FS,0,80.06683280691504,10.101520596072078,80.06683280691504,10.101520596072078,larva
17a,17b,FS,0,85.70863460190594,8.841983042657375,85.70863460190594,8.841983042657375,larva
18a,18b,FS,0,38.01606718916446,41.94249731954187,38.01606718916446,41.94249731954187,larva
19a,19b,FS,0,29.560015187598765,96.58701936714351,29.560015187598765,96.58701936714351,larva
20a,20b,FS,0,11.339814029633999,66.1576293874532,11.339814029633999,66.1576293874532,larva
21a,21b,FS,0,31.414929637685418,92.03705901745707,31.414929637685418,92.03705901745707,larva
22a,22b,FS,0,10.777123179286718,41.628160583786666,10.777123179286718,41.628160583786666,larva
23a,23b,FS,0,55.401594238355756,32.306946883909404,55.401594238355756,32.306946883909404,larva
24a,24b,FS,0,57.41760525852442,46.813536901026964,57.41760525852442,46.813536901026964,larva
25a,25b,FS,0,38.32947036717087,90.36666008178145,38.32947036717087,90.36666008178145,larva
